CODE;TYPE;DESCRIPTION
"EF011344";"Alphanumeric";"Scaling"
"EF011351";"Alphanumeric";"Covering material version"
"EF011359";"Alphanumeric";"Cutting material"
"EF011361";"Logical";"Bull nose centre"
"EF011362";"Numeric";"Max. battery duration"
"EF011363";"Numeric";"Volume of dust catch container"
"EF011364";"Numeric";"Head length"
"EF011369";"Numeric";"Flank angle"
"EF011372";"Numeric";"Basket diameter"
"EF011373";"Logical";"Jigsaw blades"
"EF011374";"Logical";"Circular saw blades"
"EF011375";"Logical";"Saw blades for foam saw"
"EF011376";"Logical";"Saw blades for sabre saw"
"EF011377";"Logical";"Suitable for gas-powered saw"
"EF011378";"Logical";"Suitable for electro-powered saw"
"EF011379";"Alphanumeric";"Particle type"
"EF011385";"Numeric";"Countersink diameter"
"EF011386";"Numeric";"Number of counterbores"
"EF011388";"Numeric";"Number of guiding pins"
"EF011389";"Range";"Diameter guiding pin"
"EF011390";"Alphanumeric";"Colour pipe sleeve"
"EF011391";"Alphanumeric";"Colour on band/stripe"
"EF011396";"Numeric";"Max. operating pressure (psi)"
"EF011398";"Alphanumeric";"Air inlet device-sided"
"EF011401";"Logical";"Transparent cover"
"EF011413";"Numeric";"Angle of inclination"
"EF011414";"Numeric";"Max. loosening torque"
"EF011415";"Numeric";"Max. tightening torque"
"EF011416";"Logical";"Attract torque adjustable"
"EF011428";"Numeric";"Diameter feed-through"
"EF011455";"Alphanumeric";"Location perforation"
"EF011456";"Numeric";"Inlet area per meter"
"EF011459";"Logical";"Externally epoxy"
"EF011460";"Logical";"Externally asphalt"
"EF011472";"Logical";"With support tile"
"EF011475";"Logical";"For plastic gully"
"EF011479";"Logical";"For cable gully"
"EF011480";"Logical";"Cover with hinge"
"EF011485";"Numeric";"Dimension free opening"
"EF011486";"Numeric";"Number of free openings"
"EF011487";"Logical";"With drainage device"
"EF011489";"Logical";"With integrated high pressure flush"
"EF011494";"Logical";"Right-angled sawn"
"EF011495";"Logical";"Miter angle sawn"
"EF011496";"Logical";"With drill holes"
"EF011500";"Alphanumeric";"Separation class"
"EF011501";"Range";"Design capacity (number of persons)"
"EF011502";"Numeric";"Volume class"
"EF011504";"Numeric";"Wet volume"
"EF011505";"Logical";"Suitable for heavy metals"
"EF011507";"Logical";"With water connection"
"EF011508";"Alphanumeric";"Precipitant"
"EF011509";"Logical";"Ventilation"
"EF011510";"Numeric";"Number of ventilation outputs"
"EF011517";"Logical";"With built-in economiser"
"EF011518";"Numeric";"Max. time data storage"
"EF011519";"Logical";"Delta-T management"
"EF011520";"Logical";"With direct RJ45 connection"
"EF011521";"Logical";"Realtime monitoring"
"EF011522";"Logical";"Power control"
"EF011523";"Logical";"Operation via hand terminal possible"
"EF011527";"Numeric";"Reduction organic material (BOD7)"
"EF011528";"Numeric";"Reduction phosphor (P)"
"EF011529";"Numeric";"Reduction nitrogen (N)"
"EF011530";"Logical";"Effective against intestinal enterococcus"
"EF011531";"Logical";"Effective against E-coli"
"EF011532";"Alphanumeric";"Material filter"
"EF011533";"Numeric";"Volume sand trap"
"EF011534";"Numeric";"Angle connection 1"
"EF011535";"Numeric";"Angle connection 3"
"EF011536";"Numeric";"Outlet angle"
"EF011537";"Numeric";"Difference between inlet and outlet invert level"
"EF011538";"Alphanumeric";"Material sealing telescope pipe"
"EF011539";"Logical";"With movable plate"
"EF011540";"Logical";"Can be opened"
"EF011542";"Numeric";"Thread size connection 2 (metric)"
"EF011544";"Numeric";"Nominal duct width connection 3"
"EF011545";"Numeric";"Nominal duct height connection 3"
"EF011550";"Alphanumeric";"Grading rules according to EN 1611-1"
"EF011561";"Logical";"Suitable for sand"
"EF011570";"Range";"Water pressure"
"EF011577";"Alphanumeric";"Reaction-to-fire class according to EN 13501-6"
"EF011578";"Alphanumeric";"Smoke development class according to EN 13501-6"
"EF011579";"Alphanumeric";"Euro class flaming droplets/particles according to EN 13501-6"
"EF011580";"Alphanumeric";"Euro class acidity according to EN 13501-6"
"EF011581";"Logical";"Preassembled"
"EF011586";"Range";"Lamp power"
"EF011587";"Range";"Luminous flux"
"EF011589";"Numeric";"Suitable for wall thickness"
"EF011590";"Alphanumeric";"Material quality floor drain"
"EF011592";"Alphanumeric";"Surface treatment grid"
"EF011594";"Logical";"Removable water trap"
"EF011596";"Alphanumeric";"Type of odour seal"
"EF011597";"Logical";"Closable"
"EF011598";"Logical";"With clamping ring for vinyl floor"
"EF011601";"Alphanumeric";"NWPC wood preservation class according to EN 351-1 and EN 335-1"
"EF011602";"Logical";"With connection for drainage pipe"
"EF011603";"Logical";"Prepared for pre-stamping for pipes"
"EF011604";"Logical";"Grid for coated floor"
"EF011606";"Logical";"Grid for vinyl floor"
"EF011607";"Numeric";"Number of extra connections"
"EF011609";"Logical";"With strainer"
"EF011610";"Alphanumeric";"Shape of siphon tube"
"EF011611";"Logical";"With drain funnel"
"EF011612";"Alphanumeric";"PCM material"
"EF011613";"Numeric";"Melting temperature"
"EF011614";"Range";"Impacts"
"EF011615";"Logical";"With base frame"
"EF011616";"Numeric";"Frequency bandwidth"
"EF011617";"Logical";"With wok burner"
"EF011618";"Alphanumeric";"Material pan support"
"EF011621";"Alphanumeric";"Basic shape"
"EF011622";"Numeric";"Number of beakers"
"EF011623";"Alphanumeric";"Colour beaker"
"EF011625";"Alphanumeric";"Surface protection control unit"
"EF011626";"Alphanumeric";"Type of soap"
"EF011628";"Logical";"Suicide resistant"
"EF011629";"Logical";"With door stopper function"
"EF011630";"Alphanumeric";"Flow direction"
"EF011632";"Logical";"With offset"
"EF011633";"Logical";"DAB+"
"EF011634";"Numeric";"Visible diagonal screen size (inch)"
"EF011635";"Numeric";"Power consumption in operation"
"EF011637";"Logical";"Smart TV"
"EF011638";"Logical";"DVB-T2 tuner (Codec H.264)"
"EF011639";"Logical";"DVB-C2-tuner"
"EF011640";"Logical";"DVB-S2-tuner"
"EF011644";"Numeric";"Width (effective dimension)"
"EF011645";"Numeric";"Height (effective dimension)"
"EF011646";"Numeric";"Height external dimension"
"EF011649";"Numeric";"Number of tap holes for each washbasin"
"EF011650";"Logical";"With control knob hole"
"EF011652";"Alphanumeric";"Material impeller/pump wheel"
"EF011656";"Logical";"With three-ring cooking zone"
"EF011657";"Alphanumeric";"Disconnecting method"
"EF011658";"Alphanumeric";"Type of disconnector"
"EF011662";"Alphanumeric";"Type of seat"
"EF011664";"Logical";"With quick release seat"
"EF011665";"Logical";"With scent dispenser"
"EF011666";"Range";"Centre-distance bolt holes"
"EF011668";"Logical";"With wider concealing foot"
"EF011670";"Logical";"Suitable for shower base mounting"
"EF011671";"Logical";"Suitable for tiled floor mounting"
"EF011672";"Logical";"Swing door"
"EF011673";"Logical";"Suitable for mounting with door"
"EF011674";"Logical";"Suitable for mounting in line"
"EF011675";"Logical";"With instantaneous water heater"
"EF011676";"Logical";"With drain pump"
"EF011678";"Numeric";"Min. dry lightning impulse withstand voltage"
"EF011679";"Numeric";"Wet power frequency withstand voltage"
"EF011680";"Logical";"Suitable for corner entrance"
"EF011681";"Logical";"Suitable for mounting with side wall"
"EF011682";"Logical";"Suitable for niche mounting"
"EF011691";"Logical";"With insulator pin"
"EF011695";"Alphanumeric";"Degree of protection (IP) busbar"
"EF011696";"Logical";"Equipped with connectors"
"EF011698";"Logical";"With fire sleeve"
"EF011700";"Alphanumeric";"Rated voltage U0/U (Um)"
"EF011704";"Alphanumeric";"Painting method"
"EF011705";"Alphanumeric";"Tap holes"
"EF011706";"Logical";"Suitable for application of waterproof membrane under tile floor"
"EF011707";"Logical";"Suitable for concrete floor"
"EF011708";"Logical";"Suitable for coated floor"
"EF011709";"Logical";"Suitable for vinyl floor"
"EF011710";"Alphanumeric";"Mechanical coupler, connection 1 suitable for"
"EF011711";"Alphanumeric";"Mechanical coupler, connection 2 suitable for"
"EF011712";"Logical";"With seat heating"
"EF011714";"Logical";"With flushing water connection"
"EF011715";"Range";"Raised seat"
"EF011717";"Alphanumeric";"Inlet location"
"EF011718";"Logical";"With holding for urinal rim block"
"EF011719";"Logical";"With tap ledge"
"EF011720";"Logical";"With microphone"
"EF011721";"Numeric";"Microphone length"
"EF011723";"Logical";"With concealed siphon"
"EF011724";"Alphanumeric";"Centre-distance of wall-hung fastener"
"EF011726";"Range";"Suitable for console length"
"EF011727";"Alphanumeric";"Type of time setting"
"EF011729";"Logical";"Count up/down timer"
"EF011734";"Logical";"Auto orientation"
"EF011735";"Logical";"Thermal image"
"EF011736";"Logical";"Visual image"
"EF011738";"Logical";"Water-bearing front panel"
"EF011739";"Numeric";"Thermal sensitivity at 30 °C"
"EF011740";"Logical";"Video recording"
"EF011741";"Logical";"Suitable for various applications"
"EF011742";"Logical";"Suitable for UPS"
"EF011744";"Logical";"Suitable for battery charger unit"
"EF011747";"Logical";"Front connection"
"EF011748";"Numeric";"Lifespan at 20 °C"
"EF011749";"Logical";"Eurobat certified lifespan"
"EF011750";"Numeric";"Number of cycles to a depth of discharge of 100%"
"EF011751";"Numeric";"Outer diameter thermal insulation"
"EF011752";"Numeric";"Lambda value"
"EF011754";"Alphanumeric";"Type of cable termination"
"EF011755";"Logical";"With cable lug"
"EF011756";"Alphanumeric";"Nominal current according to EN 50180/EN 50181"
"EF011757";"Alphanumeric";"Type of plug termination"
"EF011759";"Logical";"With plug-type cable connections"
"EF011760";"Logical";"According to Ecodesign Regulation (EU) No 548/2014"
"EF011762";"Numeric";"No-load loss"
"EF011764";"Numeric";"Number of lifting lugs"
"EF011765";"Numeric";"Number of earthing terminals"
"EF011766";"Numeric";"Number of oil filling openings"
"EF011767";"Numeric";"Number of oil draining openings"
"EF011769";"Numeric";"Suitable for rebar diameter"
"EF011770";"Logical";"Weldable"
"EF011771";"Logical";"Fillable with grout"
"EF011772";"Logical";"Measurement RF signal"
"EF011773";"Logical";"Measurement radioactive radiation"
"EF011774";"Alphanumeric";"Max. video recording quality"
"EF011775";"Alphanumeric";"Backflow safeguard according to EN 1717"
"EF011777";"Numeric";"Rated permanent current at AC-23, 400 V"
"EF011779";"Logical";"With hot water saving function"
"EF011781";"Alphanumeric";"Type of stop valve for external equipment"
"EF011783";"Logical";"With mixing function for cold and warm water"
"EF011785";"Logical";"With bracket suitable for high wall mounting"
"EF011786";"Logical";"With bracket suitable for low wall mounting"
"EF011787";"Logical";"With bracket suitable for floor mounting"
"EF011788";"Alphanumeric";"AWG size main conductors"
"EF011789";"Alphanumeric";"AWG size"
"EF011790";"Numeric";"Nominal cross section conductor (AWG)"
"EF011791";"Numeric";"Nominal cross section main conductors (AWG)"
"EF011792";"Numeric";"Nominal cross section pilot/reduced conductors (AWG)"
"EF011793";"Logical";"Suitable for U mounting"
"EF011794";"Range";"Height carpeting"
"EF011795";"Alphanumeric";"Material motor housing"
"EF011796";"Alphanumeric";"Material quality motor housing"
"EF011800";"Alphanumeric";"Operation method for shower"
"EF011801";"Numeric";"Min. permitted bending radius, moving application with forced guidance"
"EF011802";"Numeric";"Min. permitted bending radius, moving application/free movement"
"EF011803";"Numeric";"Min. permitted bending radius, stationary application/permanent installation"
"EF011804";"Numeric";"Number of screen layers"
"EF011805";"Alphanumeric";"Specification core insulation"
"EF011806";"Alphanumeric";"Specification material outer sheath"
"EF011807";"Alphanumeric";"Dimension extra outlet"
"EF011808";"Alphanumeric";"Surface treatment on the inside"
"EF011809";"Numeric";"Number of branching directions"
"EF011810";"Logical";"Deviant distance between branches"
"EF011811";"Alphanumeric";"Material quality spindle"
"EF011812";"Numeric";"Door leaf width"
"EF011813";"Numeric";"Door leaf height"
"EF011814";"Numeric";"Door leaf thickness"
"EF011815";"Numeric";"Doorframe module width"
"EF011816";"Numeric";"Doorframe module height"
"EF011817";"Numeric";"Doorframe width"
"EF011818";"Numeric";"Doorframe height"
"EF011819";"Numeric";"Doorframe depth"
"EF011822";"Logical";"Door with glass"
"EF011824";"Alphanumeric";"Opening direction"
"EF011828";"Alphanumeric";"Door leaf material"
"EF011829";"Alphanumeric";"Door leaf structure"
"EF011831";"Alphanumeric";"Design of door"
"EF011836";"Logical";"Approved for handicapped"
"EF011839";"Numeric";"Window module width"
"EF011840";"Numeric";"Window module height"
"EF011842";"Numeric";"Window frame depth"
"EF011843";"Numeric";"Window width"
"EF011845";"Numeric";"Window height"
"EF011847";"Alphanumeric";"Opening function"
"EF011848";"Alphanumeric";"Opening field"
"EF011849";"Logical";"Emergency exit"
"EF011853";"Alphanumeric";"Mullions"
"EF011854";"Logical";"Aluminium surface"
"EF011855";"Alphanumeric";"Material quality lock pipe"
"EF011856";"Alphanumeric";"Material quality pit"
"EF011857";"Alphanumeric";"Carpet cleaning performance class"
"EF011858";"Alphanumeric";"Hard floor cleaning performance class"
"EF011859";"Alphanumeric";"Dust re-emission class"
"EF011860";"Numeric";"Average annual energy consumption"
"EF011861";"Numeric";"Estimated energy consumption/year (280 standard programs)"
"EF011862";"Numeric";"Estimated water consumption/year (280 standard programs)"
"EF011864";"Alphanumeric";"Condensation efficiency class"
"EF011865";"Alphanumeric";"Fluid dynamic efficiency class"
"EF011866";"Alphanumeric";"Lighting efficiency class"
"EF011867";"Alphanumeric";"Grease filtering efficiency class"
"EF011868";"Alphanumeric";"Type of wiring"
"EF011870";"Numeric";"Rated life time L70/B50 at 25 °C"
"EF011871";"Numeric";"Rated life time L80/B10 at 25 °C"
"EF011873";"Numeric";"Rated life time L90/B10 at 25 °C"
"EF011876";"Logical";"With sling"
"EF011877";"Logical";"Suitable for bath/shower sewage"
"EF011878";"Logical";"Suitable for kitchen sewage"
"EF011879";"Logical";"Suitable for wash sewage"
"EF011880";"Logical";"Suitable for water toilet sewage"
"EF011881";"Alphanumeric";"Laserclass"
"EF011882";"Logical";"With pressure tank"
"EF011883";"Numeric";"Volume pressure tank"
"EF011884";"Logical";"Suitable for indoor installation"
"EF011885";"Logical";"Suitable for outdoor installation"
"EF011886";"Logical";"With heating cable"
"EF011889";"Numeric";"Max. medium temperature (momentarily)"
"EF011890";"Logical";"With platform"
"EF011892";"Logical";"With door frame"
"EF011894";"Numeric";"RAL-number frame"
"EF011895";"Alphanumeric";"Colour door"
"EF011896";"Numeric";"RAL-number door"
"EF011897";"Alphanumeric";"Surface protection door"
"EF011898";"Logical";"With waterproof bottom"
"EF011899";"Logical";"Suitable for application of waterproof membrane"
"EF011901";"Numeric";"Number of holes on top"
"EF011902";"Logical";"With open holes on top"
"EF011903";"Logical";"With open holes on sides"
"EF011904";"Numeric";"Number of holes in bottom"
"EF011905";"Logical";"With holes in bottom"
"EF011906";"Logical";"With pipe feed-through sealing"
"EF011907";"Logical";"With brackets for distributor"
"EF011908";"Logical";"With outlet for leakage indication"
"EF011909";"Logical";"Suitable as floor bend"
"EF011910";"Logical";"Suitable as wall bend fixture"
"EF011911";"Logical";"With built-in distributor"
"EF011914";"Logical";"Suitable for EPS"
"EF011916";"Alphanumeric";"Material quality union nut"
"EF011918";"Range";"Wave band"
"EF011919";"Numeric";"Continuous heating power at 10 °C"
"EF011920";"Numeric";"Total cooling capacity according to EN 14511 at 35/35 °C"
"EF011921";"Logical";"Speed-regulated"
"EF011922";"Numeric";"Active current limitation x IN"
"EF011923";"Alphanumeric";"Fuse type"
"EF011924";"Numeric";"Fail safe element"
"EF011925";"Numeric";"Switch-off time"
"EF011926";"Numeric";"Max. capacitive load"
"EF011927";"Logical";"Regulation type on/off"
"EF011928";"Logical";"Regulation type modulating"
"EF011929";"Logical";"Regulation type splitrange"
"EF011931";"Range";"Connected load heating element"
"EF011932";"Range";"Connected load Ventilator"
"EF011933";"Range";"Built-in width"
"EF011934";"Alphanumeric";"Front door locking system"
"EF011935";"Alphanumeric";"Rear door locking system"
"EF011936";"Logical";"With vertical cable management"
"EF011937";"Alphanumeric";"Material front door"
"EF011938";"Alphanumeric";"Material rear door"
"EF011940";"Logical";"Reset function input"
"EF011941";"Logical";"Reset function automatic"
"EF011942";"Logical";"Reset function push-button"
"EF011943";"Alphanumeric";"Release indication"
"EF011944";"Logical";"Supporting protocol for BACnet"
"EF011945";"Logical";"With tension indication"
