CODE;VERSION;DESCRIPTION;STATUS;GROUP_CODE
"EC003803";"1";"Door buffer support";"Published";"EG020004"
"EC003804";"1";"Axis extension for door closer";"Published";"EG020004"
"EC003806";"1";"Closing unit for integrated door closer";"Published";"EG020004"
"EC003807";"1";"Mounting plate for overhead door closer";"Published";"EG020004"
"EC003808";"1";"Link arm/guide rail for overhead door closer";"Published";"EG020004"
"EC003809";"1";"Glass saddle plate";"Published";"EG020004"
"EC003810";"1";"Overhead door closer complete-set";"Published";"EG020004"
"EC003811";"1";"Interlocking hold-open unit";"Published";"EG020004"
"EC003812";"1";"Opening restrictor for door closer";"Published";"EG020004"
"EC003815";"1";"Adjustment fitting for doors";"Published";"EG020004"
"EC003816";"1";"Floor socket";"Published";"EG020004"
"EC003818";"1";"Finger protection blind system";"Published";"EG019710"
"EC003820";"1";"House number/letter";"Published";"EG020004"
"EC003821";"1";"Domestic animal flap";"Published";"EG020004"
"EC003824";"1";"Kicking plate for doors";"Published";"EG020004"
"EC003825";"1";"Door holder";"Published";"EG020004"
"EC003826";"1";"Door knocker";"Published";"EG020004"
"EC003827";"1";"Emergency exit door cover";"Published";"EG020004"
"EC003828";"1";"Control terminal for emergency exit doors";"Published";"EG020004"
"EC003829";"1";"Mounting plate for door guard";"Published";"EG020004"
"EC003830";"1";"Underwear set";"Published";"EG000046"
"EC003832";"1";"Door opening restrictor";"Published";"EG020004"
"EC003833";"1";"Screw-on attachment for door opener";"Published";"EG020004"
"EC003834";"1";"Dummy component without strike plate for door opener";"Published";"EG020004"
"EC003835";"1";"Strike plate for door opener";"Published";"EG020004"
"EC003836";"1";"Power supply for door opener";"Published";"EG020004"
"EC003839";"1";"Gate fitting";"Published";"EG020004"
"EC003841";"1";"Supporting element for sliding doors/sliding gates";"Published";"EG020004"
"EC003842";"1";"Condenser (refrigeration technology)";"Published";"EG015230"
"EC003843";"1";"Compressor (refrigeration technology)";"Published";"EG015230"
"EC003844";"1";"Residential technical trunking pole unit (multi-storey building)";"Published";"EG000015"
"EC003845";"1";"Communication board (multi-storey building)";"Published";"EG000037"
"EC003846";"1";"Housing for communication board (multi-storey building)";"Published";"EG000037"
"EC003847";"1";"Domestic connection cabinet (multi-storey building)";"Published";"EG000023"
"EC003848";"1";"Open expansion vessel";"Published";"EG015260"
"EC003850";"1";"Accessories/spare parts for WLAN controller";"Published";"EG000037"
"EC003851";"1";"Video management software";"Published";"EG000054"
"EC003853";"1";"Concentric communal flue system";"Published";"EG015550"
"EC003854";"1";"Interlock controller";"Published";"EG020004"
"EC003855";"1";"Dowel fastening nail";"Published";"EG000049"
"EC003856";"1";"Refrigeration unit air cooled (refrigeration technology)";"Published";"EG015230"
"EC003857";"1";"Photovoltaic DC Stringbox";"Published";"EG000055"
"EC003858";"1";"Working stool";"Published";"EG020000"
"EC003860";"1";"Teleconverter";"Published";"EG000041"
"EC003861";"1";"Bolt";"Published";"EG000049"
"EC003862";"1";"Tacker (compressed air)";"Published";"EG000051"
"EC003863";"1";"Nut";"Published";"EG000049"
"EC003864";"1";"Bit";"Published";"EG000050"
"EC003865";"1";"Agitator";"Published";"EG020005"
"EC003866";"1";"Chemical dosing system";"Published";"EG020005"
"EC003867";"1";"Waste fitting";"Published";"EG017550"
"EC003868";"1";"Shower waste cover";"Published";"EG017550"
"EC003869";"1";"Accessories/spare parts for flexible cable guiding system";"Published";"EG000006"
"EC003870";"1";"Planar Lightwave Circuit (PLC) splitter";"Published";"EG000037"
"EC003871";"1";"Outlet box for car heating";"Published";"EG000014"
"EC003872";"1";"Boiler, solid fuel heated";"Published";"EG015210"
"EC003873";"1";"Camera probe for inspection camera";"Published";"EG000044"
"EC003875";"1";"Tube flush bolt (automatic)";"Published";"EG020004"
"EC003876";"1";"Panic push bar";"Published";"EG020004"
"EC003877";"1";"Radiator casing";"Published";"EG015710"
"EC003878";"1";"Sealing ring with anchoring";"Published";"EG015540"
"EC003879";"1";"Tacker for pipe anchor clips";"Published";"EG000050"
"EC003880";"1";"Glulam";"Published";"EG020400"
"EC003881";"1";"Office stapler";"Published";"EG000038"
"EC003882";"1";"V belt pulley";"Published";"EG019910"
"EC003883";"1";"Frame for shower drain grid";"Published";"EG015130"
"EC003884";"1";"Thread cutting set (hand)";"Published";"EG000050"
"EC003885";"1";"Water distributor";"Published";"EG015410"
"EC003886";"1";"Accessories/spare parts for group distributor housing watertight";"Published";"EG015410"
"EC003887";"1";"Pipe coil cart/uncoiler";"Published";"EG000050"
"EC003888";"1";"Tile adjuster";"Published";"EG000060"
"EC003889";"1";"End cap for protective tube for plastic pipe system";"Published";"EG000060"
"EC003890";"1";"Adapter for car power socket";"Published";"EG000014"
"EC003891";"1";"Flexible fitting with 2 connections";"Published";"EG015540"
"EC003892";"1";"Pipe-in-pipe junction box for wall mounting";"Published";"EG015540"
"EC003893";"1";"Battery (Lithium)";"Published";"EG000053"
"EC003894";"1";"Footrest";"Published";"EG020006"
"EC003895";"1";"Rod for door and gate drive bar";"Published";"EG020004"
"EC003896";"1";"Care product for shoes/clothes";"Published";"EG000046"
"EC003897";"1";"Sealing ring set";"Published";"EG015910"
"EC003898";"1";"Dowel/plug set";"Published";"EG000049"
"EC003899";"1";"Knothole plug";"Published";"EG020400"
"EC003900";"1";"End profile flooring";"Published";"EG019710"
"EC003901";"1";"Scarf/neckerchief";"Published";"EG000046"
"EC003902";"1";"Cape";"Published";"EG000046"
"EC003903";"1";"Accessories/spare parts for emergency exit route security";"Published";"EG020004"
"EC003904";"1";"Road marking paint";"Published";"EG020450"
"EC003906";"1";"Wood care product";"Published";"EG020250"
"EC003907";"1";"Covering sheet/fleece";"Published";"EG012000"
"EC003908";"1";"Dust protection door";"Published";"EG020150"
"EC003909";"1";"Cleaning set";"Published";"EG010220"
"EC003910";"1";"Cable bushing for furnitures";"Published";"EG017960"
"EC003911";"1";"Warded lock insert for profile cylinder lock";"Published";"EG020004"
"EC003912";"1";"Jagged strip";"Published";"EG020009"
"EC003913";"1";"Grille locking device";"Published";"EG020009"
"EC003914";"1";"Pneumatic door opener";"Published";"EG020004"
"EC003915";"1";"Paper-/foil dispenser";"Published";"EG020006"
"EC003916";"1";"Sweeping machine, hand operated (battery)";"Published";"EG020000"
"EC003917";"1";"Accessories/spare parts for sweeping machine";"Published";"EG020000"
"EC003918";"1";"Sweeping machine, hand operated (electric)";"Published";"EG020000"
"EC003919";"1";"Pre-wash device (automotive)";"Published";"EG020000"
"EC003920";"1";"Dry ice pelletizer";"Published";"EG020000"
"EC003921";"1";"Thrust bearing for transport wheels";"Published";"EG015920"
"EC003922";"1";"Milling cutter set";"Published";"EG020002"
"EC003923";"1";"Accessories/spare parts for milling cutter";"Published";"EG020002"
"EC003925";"1";"Lathe tool";"Published";"EG020019"
"EC003926";"1";"Slide hammer";"Published";"EG000050"
"EC003927";"1";"Waterproof covering for bathroom";"Published";"EG017910"
"EC003928";"1";"AV control device";"Published";"EG000038"
"EC003929";"1";"Headed grooved pin";"Published";"EG000049"
"EC003931";"1";"Furniture feet nail";"Published";"EG017960"
"EC003932";"1";"Tube water level";"Published";"EG000050"
"EC003933";"1";"Office/laboratory scale";"Published";"EG020006"
"EC003934";"1";"Display panel";"Published";"EG020006"
"EC003935";"1";"Machine toggle clamp";"Published";"EG020006"
"EC003936";"1";"Comb for punching/binding device";"Published";"EG000038"
"EC003937";"1";"Money bill tester";"Published";"EG000038"
"EC003938";"1";"Laminator cartridge for laminating device";"Published";"EG000038"
"EC003939";"1";"Foil bag for laminating device";"Published";"EG000038"
"EC003940";"1";"Vehicle lamp set";"Published";"EG000028"
"EC003941";"1";"Vehicle lock";"Published";"EG019480"
"EC003942";"1";"Watering can";"Published";"EG020010"
"EC003943";"1";"Wood splitter (electric)";"Published";"EG020010"
"EC003944";"1";"Metal wire";"Published";"EG020010"
"EC003946";"1";"Accessories/spare parts for palettes";"Published";"EG020000"
"EC003947";"1";"Packing container";"Published";"EG020000"
"EC003948";"1";"Stacking corner";"Published";"EG020000"
"EC003949";"1";"Grease gun (battery)";"Published";"EG000051"
"EC003950";"1";"Triangular base-plate grinder (battery)";"Published";"EG000051"
"EC003951";"1";"Belt grinder (battery)";"Published";"EG000051"
"EC003952";"1";"Paint roller (electric)";"Published";"EG000051"
"EC003953";"1";"Edgebanding device (electric)";"Published";"EG000051"
"EC003955";"1";"Long reach sander (electric)";"Published";"EG000051"
"EC003956";"1";"Air pump (hand/foot)";"Published";"EG000050"
"EC003957";"1";"Pry bar";"Published";"EG000050"
"EC003958";"1";"Mower (hand)";"Published";"EG020010"
"EC003959";"1";"Tree pruner";"Published";"EG020010"
"EC003960";"1";"Drawknife";"Published";"EG000050"
"EC003962";"1";"Guillotine table shear";"Published";"EG010140"
"EC003963";"1";"Garden scissors (hand)";"Published";"EG020010"
"EC003964";"1";"Knife set";"Published";"EG000050"
"EC003965";"1";"Protractor";"Published";"EG000044"
"EC003966";"1";"Garden well";"Published";"EG020010"
"EC003967";"1";"Garden door/gate";"Published";"EG020010"
"EC003968";"1";"Ground anchor sleeve";"Published";"EG020010"
"EC003969";"1";"Fence fitting";"Published";"EG020010"
"EC003970";"1";"Fence post";"Published";"EG020010"
"EC003971";"1";"Fence";"Published";"EG020010"
"EC003972";"1";"Strut for fence post";"Published";"EG020010"
"EC003973";"1";"Microscope";"Published";"EG020011"
"EC003974";"1";"Accessories/spare parts for microscope";"Published";"EG020011"
"EC003975";"1";"Scale scoop";"Published";"EG020011"
"EC003976";"1";"Hand sprayer";"Published";"EG020011"
"EC003977";"1";"Bicycle rack";"Published";"EG020010"
"EC003979";"1";"Accessories/spare parts for flagpole";"Published";"EG020010"
"EC003980";"1";"Cycle storage";"Published";"EG020010"
"EC003981";"1";"Door scraper";"Published";"EG020010"
"EC003982";"1";"Paper block";"Published";"EG020006"
"EC003983";"1";"Flip chart";"Published";"EG020006"
"EC003984";"1";"Connecting hose for compressed air tool";"Published";"EG010340"
"EC003985";"1";"Valuable box";"Published";"EG020006"
"EC003986";"1";"Accessories/spare parts for valuable boxes/safes";"Published";"EG020006"
"EC003988";"1";"Cartridge spanner";"Published";"EG000050"
"EC003989";"1";"Oil service wrench set";"Published";"EG000050"
"EC003990";"1";"Roller wrench";"Published";"EG000050"
"EC003991";"1";"Spanner/socket wrench";"Published";"EG000050"
"EC003993";"1";"Lug wrench";"Published";"EG000050"
"EC003994";"1";"ISO tolerance key";"Published";"EG010110"
"EC003995";"1";"Room divider";"Published";"EG017960"
"EC003996";"1";"Plunge reservoir (industry)";"Published";"EG020000"
"EC003997";"1";"Heavy duty scale";"Published";"EG020000"
"EC003998";"1";"Accessories/spare parts for scales";"Published";"EG020000"
"EC003999";"1";"Escalator cleaning device (electric)";"Published";"EG000051"
"EC004000";"1";"Stair cleaning device (electric)";"Published";"EG000051"
"EC004001";"1";"Ride-on floor scrubber";"Published";"EG020000"
"EC004002";"1";"Hand-held floor scrubber (battery)";"Published";"EG020000"
"EC004003";"1";"Hand-held scrubbing vacuum cleaner (electric)";"Published";"EG020000"
"EC004004";"1";"Palette";"Published";"EG020000"
"EC004006";"1";"Decalcifying pump (electric)";"Published";"EG010220"
"EC004007";"1";"Wet and dry vacuum cleaner (battery)";"Published";"EG000051"
"EC004008";"1";"Lathe";"Published";"EG020000"
"EC004009";"1";"Accessories/spare parts for waste bins";"Published";"EG020000"
"EC004010";"1";"Concrete spreader";"Published";"EG000050"
"EC004011";"1";"Perforated backboard for workshop";"Published";"EG020000"
"EC004012";"1";"Stickleback rasp";"Published";"EG000050"
"EC004013";"1";"Mitre saw (hand)";"Published";"EG000050"
"EC004014";"1";"Fret saw table";"Published";"EG000050"
"EC004015";"1";"Screw saw";"Published";"EG000050"
"EC004016";"1";"Chainsaw bar";"Published";"EG020002"
"EC004017";"1";"Chainsaw sharpening device (electric)";"Published";"EG020002"
"EC004018";"1";"Scroll saw (electric)";"Published";"EG000051"
"EC004019";"1";"Circular sawing machine, stationary (electric)";"Published";"EG000051"
"EC004020";"1";"Veneer sawing machine (electric)";"Published";"EG000051"
"EC004021";"1";"Glazing bead sawing machine (electric)";"Published";"EG000051"
"EC004023";"1";"Radial arm saw (electric)";"Published";"EG000051"
"EC004024";"1";"Panel dividing sawing machine (electric)";"Published";"EG000051"
"EC004025";"1";"Longitudinal circular saw (electric)";"Published";"EG000051"
"EC004026";"1";"Undercut chop saw machine (electric)";"Published";"EG000051"
"EC004027";"1";"Multi-blade saw (electric)";"Published";"EG000051"
"EC004028";"1";"Handle for power tools";"Published";"EG020002"
"EC004029";"1";"Filter for power tools";"Published";"EG020002"
"EC004030";"1";"Dryer for compressed air system";"Published";"EG020002"
"EC004031";"1";"Condensate separator (compressed air)";"Published";"EG020002"
"EC004032";"1";"Compressed air tank";"Published";"EG020002"
"EC004033";"1";"Compressed air filter";"Published";"EG020002"
"EC004034";"1";"File (compressed air)";"Published";"EG000051"
"EC004035";"1";"Grease gun (compressed air)";"Published";"EG020002"
"EC004036";"1";"Sand blasting gun (compressed air)";"Published";"EG000051"
"EC004037";"1";"Rivet tool (compressed air)";"Published";"EG000051"
"EC004038";"1";"Surface-/thickness planing machine";"Published";"EG000051"
"EC004039";"1";"Infrared radiation panel";"Published";"EG000043"
"EC004040";"1";"Parquet floor board";"Published";"EG020400"
"EC004041";"1";"Laminate floor board";"Published";"EG020400"
"EC004042";"1";"Furniture connecting fitting";"Published";"EG017960"
"EC004043";"1";"Foot leveling screw";"Published";"EG020012"
"EC004044";"1";"Pass piece air duct";"Published";"EG015560"
"EC004047";"1";"Pipe beveller (compressed air)";"Published";"EG000051"
"EC004048";"1";"Punch- and flanging tool (compressed air)";"Published";"EG000051"
"EC004049";"1";"Spot weld cutter (compressed air)";"Published";"EG000051"
"EC004050";"1";"Groove cutter (compressed air)";"Published";"EG000051"
"EC004051";"1";"Tire inflation gun (compressed air)";"Published";"EG000051"
"EC004052";"1";"Kit gun (compressed air)";"Published";"EG000051"
"EC004053";"1";"Washing gun (compressed air)";"Published";"EG000051"
"EC004054";"1";"Spray gun (compressed air)";"Published";"EG020014"
"EC004055";"1";"Air blowgun (compressed air)";"Published";"EG000051"
"EC004057";"1";"Accessories/spare parts for drill stand";"Published";"EG020002"
"EC004058";"1";"Magnetic bowl";"Published";"EG000050"
"EC004059";"1";"Load lifting magnet";"Published";"EG000050"
"EC004060";"1";"Sorting magnet";"Published";"EG000050"
"EC004061";"1";"Machine shoe";"Published";"EG020002"
"EC004062";"1";"Climbing aid for poles/trees";"Published";"EG015120"
"EC004063";"1";"Accessories/spare parts for storage/transport box";"Published";"EG015120"
"EC004064";"1";"Shelf rack";"Published";"EG010340"
"EC004065";"1";"Dispensing device for liquids";"Published";"EG015120"
"EC004066";"1";"Palette rack";"Published";"EG010340"
"EC004067";"1";"Cable drum rack";"Published";"EG010340"
"EC004068";"1";"Cantilever rack";"Published";"EG010340"
